_id,positive_review
ObjectId("5e6e1a4a585dbf3baf685059"),عملت وكذلك البطاريات العادية.
ObjectId("5e6e1a4e585dbf3baf68505a"),كان الموظفون رائعين وكان ابني سعيدًا جدًا بشرائه ونحن نتسوق في متجرك غالبًا ما نحب أفضل العروض
ObjectId("5e6e1a51585dbf3baf68505b"),اقرأ الكتب الورقية دائمًا ، لذا لم أكن أعرف ما إذا كنت أرغب في ذلك ، لكني أفعل ذلك كثيرًا
ObjectId("5e6e1a55585dbf3baf68505c"),نفس الصابون كالعادة ولكن بحجم أصغر مما اعتقدت.
ObjectId("5e6e1a59585dbf3baf68505d"),يمكن الاعتماد عليه ، كالعادة.
ObjectId("5e6e1a5d585dbf3baf68505e"),هذا هو أوقد إبني الرابع. إنها موثوقة ولكن منطقة قابس الشحن تتآكل بسرعة
ObjectId("5e6e1a60585dbf3baf68505f"),من السهل العثور على التطبيقات. وأود أن أوصي هذا المنتج لصديق
ObjectId("5e6e1a64585dbf3baf685060"),منتج صغير رائع للسعر. ليست أفضل كاميرا ، لكنها لا تدعي أنها كذلك. .
ObjectId("5e6e1a68585dbf3baf685061"),سهل الاستخدام والبدء مع. لم يكن لديهم أي مشاكل على الإطلاق ، وسيوصي.
ObjectId("5e6e1a6b585dbf3baf685062"),زوجتي تحبها ولن تسمح لي باستخدامها. قد يكون علي الذهاب للحصول على بلدي!
ObjectId("5e6e1a6f585dbf3baf685063"),أحب ترتيب التعبئة والتغليف هذا بشكل خاص. أعتقد أن 48 عدًا هي الطريق للذهاب في المستقبل.
ObjectId("5e6e1a73585dbf3baf685064"),هدية عظيمة لعيد الأم لكبار السن. ليس من الصعب التنقل.
ObjectId("5e6e1a77585dbf3baf685065"),اشتريت اليكسا لتكون بمثابة رئيس صوتي لإعداد بيتي الذكي. يفعل ذلك بشكل جيد للغاية. ستخبرك بالطقس عند القيادة وتشغل الموسيقى أيضًا. يمكن أن تعمل أيضًا كمكبر صوت بلوتوث.
ObjectId("5e6e1a7a585dbf3baf685066"),بالتأكيد منتج جيد للأطفال من جميع الأعمار في المدرسة الابتدائية.
ObjectId("5e6e1a7f585dbf3baf685067"),أنا أستخدم Kindle منذ عدة سنوات ، لكن جهاز My القديم بدأ بالتجمد وكان يعاني من مشكلات في الاتصال بالإنترنت في بعض الأحيان. هذا الجديد هو بديل رائع. يعجبني أنه مزود بإضاءة خلفية وأنه يتزامن مع أحدث صفحة تمت قراءتها باستخدام تطبيق Kindle على جهاز iPhone الخاص بي. شراء رائع.
ObjectId("5e6e1a83585dbf3baf685068"),اشترى هذا للإلكترونيات عطلة. الموسيقى والمجلات والأصوات والكتب في قطعة واحدة بأسعار معقولة. لا تقلق بشأن وجود هاتفي المحمول باهظ الثمن وجهاز iPad على الشاطئ أو في السيارة أو العناصر.
ObjectId("5e6e1a88585dbf3baf685069"),اخترنا هذه لمساعدة الناس على التسجيل للتصويت في الأحداث. لقد أثبتت أنها متينة مع عمر بطارية محترم وقوة حوسبية كافية للقيام بالعمل دون تأخر وإزعاج. الحجم مثالي لمحركات تسجيل الناخبين أو الوصول إلى المجتمع الآخر.
ObjectId("5e6e1a8b585dbf3baf68506a"),بطاريات موثوقة رخيصة!
ObjectId("5e6e1a8f585dbf3baf68506b"),هذا هو شراء كيندل السابع! احبهم جميعا! كان السعر رائعا أيضا!
ObjectId("5e6e1a93585dbf3baf68506c"),اعمل بشكل رائع مع لوحة المفاتيح والماوس اللاسلكيتين من Apple. JoseCARDS مقابل DICE - استراتيجي محظوظ - لعبة نرد بطاقة الإدمان
ObjectId("5e6e1a97585dbf3baf68506d"),أمازون لديها أفضل الصفقات على البطاريات وهي تعمل !!!
ObjectId("5e6e1a9a585dbf3baf68506e"),نحن سعداء للغاية بهذا الجهاز اللوحي. اشترينا واحدة لكل من أحفادنا. يمكنهم جميعًا استخدامها ولعب الألعاب معًا وإرسال رسائل إلى الأجداد مرة واحدة في بعض الوقت.
ObjectId("5e6e1a9e585dbf3baf68506f"),جيد
ObjectId("5e6e1aa2585dbf3baf685070"),الأمازون - Fire HD 8 - الجيل السابع عمل جيد ، أحببته.
ObjectId("5e6e1aa6585dbf3baf685071"),تحب قراءة الكتب عليها وهي سهلة للغاية على العيون
ObjectId("5e6e1aa9585dbf3baf685072"),اشتريتها لابني وهو يحبها. لسعر كنت غير قادر على الفوز عليه.
ObjectId("5e6e1aad585dbf3baf685073"),مثالي لإرسال البريد الإلكتروني وقراءة الكتب عبر الإنترنت. بطارية تدوم لفترة طويلة.
ObjectId("5e6e1ab1585dbf3baf685074"),ابني يحب جهازه اللوحي أو على الأقل هذا ما يسميه
ObjectId("5e6e1ab5585dbf3baf685075"),المشكلة الوحيدة التي لدي هي إعادة شحن البطارية كل 4-5 ساعات. بخلاف ذلك عنصر عظيم !!
ObjectId("5e6e1ab9585dbf3baf685076"),هذا هو قرص صغير رائع رائع لقراءة الصور والأشياء والبحث عنها على الشبكة.
ObjectId("5e6e1abd585dbf3baf685077"),قمت بالترقية من عصا النار إلى تلفزيون النار ورجل ما الفرق الذي أحدثته. طريقة أسرع وأكثر سلاسة وعموما تجربة أفضل من عصا النار. لا تفهموني خطأ ، العصا ميسورة التكلفة وتقوم بالمهمة ، ولكن إذا كنت تريد انتقالًا أسرع وأكثر سلاسة من تطبيق إلى آخر ، فإن Fire TV هو الطريق الصحيح.
ObjectId("5e6e1ac1585dbf3baf685078"),وظائف رائعة وجهاز التحكم عن بعد مع التحكم الصوتي رائع. نفقة أفضل من جهاز Chromecast. جودة التحكم عن بعد والبث أعلى من حل جهاز Chromecast.
ObjectId("5e6e1ac6585dbf3baf685079"),أحب Amazon ولكن الكمبيوتر اللوحي الخاص بهم يقيدك باستخدام متصفحهم وتطبيقاتهم. انتقل عبر الإنترنت ويمكنك الالتفاف عليها وتنزيل google و playstore. جعلت بلدي النار في قرص الروبوت العادي. أكثر سعادة الآن.
ObjectId("5e6e1ac9585dbf3baf68507a"),إنها علامة تبويب جيدة للأطفال ، وتبقيهم مشغولين. أتمنى أن تكون السرعة أسرع.
ObjectId("5e6e1ace585dbf3baf68507b"),لا يمكن التغلب على السعر ، ويبدو أن هذه البطاريات تستمر إلى الأبد حتى مع الاستخدام الكثيف. لقد التقطت هذه الحزمة المتعددة لأنك لا تعرف أبدًا متى ستحتاج إلى AAA وستكون في متناول اليد.
ObjectId("5e6e1ad3585dbf3baf68507c"),سوف أقوم بتحديث هذا بعد عيد الميلاد ولكني قرأت العديد من المراجعات عند شراء أي شيء. فوجئت بعد أن قرأت عن العديد من المشاكل مع Fire 8. لهذا السبب أنا ذاهب مع موثوق بها 7. إنه قرص بداية جيد للزوجة وذكرت ذلك لي. ذهبت مع سعة تخزين أعلى 16 جيجابايت أكثر من 8 على الرغم من أنه يمكنك شراء بطاقات micro sd تصل إلى 128 جيجابايت الآن. التقطت حقيبة بسعر BB (سعر 1/2) وبطاقة micro sd (32 جيجابايت). فقط انتظر حتى عيد الميلاد الآن
ObjectId("5e6e1ad6585dbf3baf68507d"),تم طرح المنتج للبيع يوم الجمعة السوداء. يخدم غرضه. الجودة جيدة وأستخدمها مع Chromecast الخاص بي.
ObjectId("5e6e1ada585dbf3baf68507e"),اليكسا هو بالضبط ما توقعت أن يكون! أفضل هدية لعيد الأب.
ObjectId("5e6e1ade585dbf3baf68507f"),جهاز لوحي جميل مقابل السعر ، حتى الآن قمت بتشغيل جميع تطبيقاتي من أمازون ، ما يتطلبه الأمر فقط هو كاميرا أفضل ،
ObjectId("5e6e1ae3585dbf3baf685080"),تعمل النار بشكل أفضل مما كنت أتوقع. للحصول على جهاز لوحي بقيمة 50 دولارًا ، يجب أن أتخيل أنه الأفضل في السوق. عمر بطارية جيد ، استجابة سريعة وأوقات تحميل ، عرض جميل. المشكلة الوحيدة التي واجهتها حتى الآن هي أنه يجب علي إعادة تشغيلها إذا تركتها لمدة تزيد عن ساعة قبل أن تتعامل مع إشارة wifi.
ObjectId("5e6e1ae7585dbf3baf685081"),الجهاز اللوحي رائع! اشتريتها لابنتي البالغة من العمر 6 سنوات مرة أخرى (أولها أخيرًا تصدع الشاشة) لعيد الميلاد وهي وأنا أحبه. يحتوي على جميع الميزات التي تتوقعها من جهاز لوحي يعمل بنظام Android ولكن مع جوانب أبوة لطيفة لإبقاء الأطفال في المكان الذي ينبغي أن يكونوا فيه.
ObjectId("5e6e1aeb585dbf3baf685082"),إنه لأمر مدهش أنه يمكنك الحصول على هذا القدر من التكنولوجيا مقابل هذا السعر المنخفض. هذا الشيء يفعل كل ما أحتاجه ، وهو أسرع بكثير من جهاز Kindle القديم.
ObjectId("5e6e1aef585dbf3baf685083"),ضجة كبيرة لباك الخاصة بك. عظيم لأخذ الاجتماعات.
ObjectId("5e6e1af3585dbf3baf685084"),أليكسا هي الأفضل ، أخبرتني الأخبار ، وشغّلت أغانيي ، ووضعت درجة حرارة منزلي. أنا أستمتع بالتأكيد بـ Amazon Echo.
ObjectId("5e6e1af7585dbf3baf685085"),اشتريت Fire TV لمشاهدة Playstation Vue. لديها تطبيق جيد لذلك. يعجبني الإعداد والقدرة على مشاهدة مقاطع فيديو Netflix و Amazon Prime.
ObjectId("5e6e1afc585dbf3baf685086"),لقد امتلكت عدد قليل من أوقد في الماضي ، وهذا يعمل بشكل جيد إن لم يكن أفضل من الآخرين. أنا قارئ متعطش ولدي الكثير من الاستخدام من أوقد وهو صغير بما يكفي ليتناسب مع أي مكان. أنا أحب أنه يأتي بألوان مختلفة أيضًا!
ObjectId("5e6e1aff585dbf3baf685087"),أحبها! رائعة للأفلام والألعاب عالية الجودة لجميع أفراد الأسرة ...
ObjectId("5e6e1b03585dbf3baf685088"),ممتاز
ObjectId("5e6e1b06585dbf3baf685089"),أوصت به جينا.
ObjectId("5e6e1b0a585dbf3baf68508a"),أنا أحب هذا الجهاز اللوحي. إنه الحجم المثالي لابني. يحافظ على الترفيه أثناء الرحلات الطويلة. لقد التقطنا حالة إثبات وقت الفراغ للأطفال وهي مثالية أيضًا.
ObjectId("5e6e1b0f585dbf3baf68508b"),أعتقد أنه يصبح أكثر ذكاءً كلما استخدمته. يوفر معلومات جيدة عن الأشياء اليومية ؛ أفضل طريق للعمل ، وحركة المرور ، وما إلى ذلك. الزوجة تحب عندما يعاملها عندما تعود إلى المنزل.
ObjectId("5e6e1b13585dbf3baf68508c"),أنا أستمتع بهذا المنتج وأوصي بشدة. لا يمكنك أن تخطئ في شراء هذه اليكسا. تعزف موسيقى الجاز على نحو سلس أثناء العمل في مكتبي.
ObjectId("5e6e1b17585dbf3baf68508d"),إعداد سهل وممتع للعائلة للاستخدام. استخدم التطبيق لإضافة المزيد من المهارات لـ Alexa لأن هذا سيسمح بمزيد من الوصول إلى المعلومات والتخصيص والتفاعل. إستمتع!
